movie,year,imdb,metascore,votes,description
The Dark Knight Rises,(2012),8.4,78        ,1678469,"
Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane."
Django Unchained,(2012),8.4,81        ,1522917,"
With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation-owner in Mississippi."
The Avengers,(2012),8.0,69        ,1373561,"
Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity."
The Hunger Games,(2012),7.2,68        ,908467,"
Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death."
The Hobbit: An Unexpected Journey,(2012),7.8,58        ,812716,"
A reluctant Hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home, and the gold within it from the dragon Smaug."
Silver Linings Playbook,(2012),7.7,81        ,704438,"
After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
Skyfall,(2012),7.8,81        ,691709,"
James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
The Amazing Spider-Man,(2012),6.9,66        ,649354,"
After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to save the city from the machinations of a mysterious reptilian foe."
Life of Pi,(2012),7.9,79        ,624042,"
A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger."
Argo,(2012),7.7,86        ,611037,"
Acting under the cover of a Hollywood producer scouting a location for a science fiction film, a CIA agent launches a dangerous operation to rescue six Americans in Tehran during the U.S. hostage crisis in Iran in 1979."
Ted,(2012),6.9,62        ,609433,"
John Bennett, a man whose childhood wish of bringing his teddy bear to life came true, now must decide between keeping the relationship with the bear, Ted or his girlfriend, Lori."
Prometheus,(I) (2012),7.0,64        ,605210,"
Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone."
Looper,(2012),7.4,84        ,572071,"
In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
21 Jump Street,(2012),7.2,69        ,553199,"
A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring."
The Perks of Being a Wallflower,(2012),8.0,67        ,505796,"
An introvert freshman is taken under the wings of two seniors who welcome him to the real world."
Wreck-It Ralph,(2012),7.7,72        ,418512,"
A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
Brave,(2012),7.1,69        ,407898,"
Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
Cloud Atlas,(2012),7.4,55        ,361521,"
An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution."
Men in Black 3,(2012),6.8,58        ,360884,"
Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history."
Flight,(I) (2012),7.3,76        ,352214,"
An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
Moonrise Kingdom,(2012),7.8,84        ,347580,"
A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
Jack Reacher,(2012),7.0,50        ,339538,"
A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting."
Les Misérables,(2012),7.5,63        ,328352,"
In 19th-century France, Jean Valjean, who for decades has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever."
The Hunt,(2012),8.3,77        ,325198,"
A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
The Expendables 2,(2012),6.6,51        ,306506,"
Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
Taken 2,(2012),6.2,45        ,306169,"
In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter."
The Dictator,(2012),6.4,58        ,304646,"
The heroic story of a dictator who risked his life to ensure that democracy would never come to the country he so lovingly oppressed."
Pitch Perfect,(2012),7.1,66        ,304143,"
Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition."
The Bourne Legacy,(2012),6.6,61        ,301516,"
An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
Zero Dark Thirty,(2012),7.4,95        ,298937,"
A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011."
Snow White and the Huntsman,(2012),6.1,57        ,288395,"
In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen."
Dredd,(2012),7.1,60        ,273671,"
In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
John Carter,(2012),6.6,51        ,271898,"
Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior."
The Place Beyond the Pines,(2012),7.3,68        ,267276,"
A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective."
Dark Shadows,(2012),6.2,55        ,266495,"
An imprisoned vampire, Barnabas Collins, is set free and returns to his ancestral home, where his dysfunctional descendants are in need of his protection."
Lincoln,(2012),7.3,86        ,259936,"
As the American Civil War continues to rage, America's president struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on the decision to emancipate the slaves."
Seven Psychopaths,(2012),7.1,66        ,256290,"
A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu."
