movie,year,imdb,metascore,votes,description
Master and Commander: The Far Side of the World,2003,7.4,81,220554,"
During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America."
Daredevil,2003,5.3,42,219764,"
A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero."
Anger Management,2003,6.2,52,215466,"
Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor."
American Wedding,2003,6.3,43,205911,"
It's the wedding of Jim and Michelle and the gathering of their families and friends, including Jim's old friends from high school and Michelle's little sister."
Memories of Murder,2003,8.1,82,179379,"
In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit."
The League of Extraordinary Gentlemen,2003,5.8,30,176097,"
In an alternate Victorian Age world, a group of famous contemporary fantasy, science fiction, and adventure characters team up on a secret mission."
Final Destination 2,2003,6.2,38,166334,"
Kimberly has a premonition of an accident killing multiple people including her and her friends. She blocks the cars behind her on the ramp and as a police trooper arrives, the accident happens. Death is stalking this group of survivors."
Once Upon a Time in Mexico,2003,6.3,56,162210,"
Hitman ""El Mariachi"" becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general."
Johnny English,2003,6.2,51,160394,"
After a sudden attack on MI5, Johnny English, Britain's most confident, yet unintelligent spy, becomes Britain's only spy."
Monster,2003,7.3,74,151251,"
Based on the life of Aileen Wuornos, a Daytona Beach prostitute who became a serial killer."
Cold Mountain,2003,7.2,73,148743,"
In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart."
Dogville,2003,8.0,60,148462,"
A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
S.W.A.T.,2003,6.0,45,147424,"
An imprisoned drug kingpin offers a huge cash reward to anyone that can break him out of police custody, and only the L.A.P.D.'s Special Weapons and Tactics team can prevent it."
Scary Movie 3,2003,5.5,49,147406,"
Cindy must investigate mysterious crop circles and video tapes, and help the President in preventing an alien invasion."
Good Bye Lenin!,2003,7.7,68,145931,"
In 1990, to protect his fragile mother from a fatal shock after a long coma, a young man must keep her from learning that her beloved nation of East Germany as she knew it has disappeared."
Bad Santa,2003,7.1,70,143673,"
A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid."
The Texas Chainsaw Massacre,2003,6.2,38,142357,"
After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a deformed chainsaw-wielding loon and his family of equally psychopathic killers."
Lara Croft Tomb Raider: The Cradle of Life,2003,5.5,43,138503,"
Adventurer Lara Croft goes on a quest to save the mythical Pandora's Box, before an evil scientist finds it, and recruits a former Marine turned mercenary to assist her."
Freaky Friday,2003,6.3,70,138128,"
An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday."
The Recruit,2003,6.6,56,136261,"
A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency."
Matchstick Men,2003,7.3,61,131482,"
A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly."
The Lord of the Rings: The Return of the King,2003,9.0,94,1805542,"
Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring."
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,63,1112564,"
Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
Kill Bill: Vol. 1,2003,8.2,69,1099753,"
After awakening from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her."
Finding Nemo,2003,8.2,90,1031389,"
After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home."
The Matrix Reloaded,2003,7.2,62,590069,"
Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation."
Oldboy,2003,8.4,77,570589,"
After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
X2: X-Men United,2003,7.4,68,546746,"
When anti-mutant Colonel William Stryker kidnaps Professor X and attacks his school, the X-Men must ally with their archenemy Magneto to stop him."
The Matrix Revolutions,2003,6.7,47,509387,"
The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith."
Love Actually,2003,7.6,55,477629,"
Follows the lives of eight very different couples in dealing with their love lives in various loosely interrelated tales all set during a frantic month before Christmas in London, England."
Mystic River,2003,7.9,84,453596,"
The lives of three men who were childhood friends are shattered when one of them has a family tragedy."
Lost in Translation,2003,7.7,89,450361,"
A faded movie star and a neglected young woman form an unlikely bond after crossing paths in Tokyo."
Big Fish,2003,8.0,58,439241,"
A frustrated son tries to determine the fact from fiction in his dying father's life."
The Last Samurai,2003,7.8,55,437151,"
An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle."
Bruce Almighty,2003,6.8,46,400651,"
A whiny news reporter is given the chance to step into God's shoes."
Terminator 3: Rise of the Machines,2003,6.3,66,397972,"
A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack."
The Italian Job,2003,7.0,68,366483,"
After being betrayed and left for dead in Italy, Charlie Croker and his team plan an elaborate gold heist against their former ally."
School of Rock,2003,7.2,82,303475,"
After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band."
2 Fast 2 Furious,2003,5.9,38,272881,"
Former cop Brian O'Conner is called upon to bust a dangerous criminal and he recruits the help of a former childhood friend and street racer who has a chance to redeem himself."
Underworld,2003,7.0,42,269132,"
Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons."
Hulk,2003,5.6,54,267183,"
Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry."
Elf,2003,7.0,64,264052,"
Raised as an oversized elf, Buddy travels from the North Pole to New York City to meet his biological father, Walter Hobbs, who doesn't know he exists and is in desperate need of some Christmas spirit."
Bad Boys II,2003,6.6,38,249652,"
Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel."
Identity,2003,7.3,64,246581,"
Stranded at a desolate Nevada motel during a nasty rain storm, ten strangers become acquainted with each other when they realize that they're being killed off one by one."
How to Lose a Guy in 10 Days,2003,6.4,45,236476,"
Benjamin Barry is an advertising executive and ladies' man who, to win a big campaign, bets that he can make a woman fall in love with him in 10 days."
21 Grams,2003,7.7,70,236095,"
A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con."
Old School,2003,7.0,54,231310,"
Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater."
Master and Commander: The Far Side of the World,2003,7.4,81,220554,"
During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America."
Daredevil,2003,5.3,42,219764,"
A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero."
Anger Management,2003,6.2,52,215466,"
Dave Buznik is a businessman who is wrongly sentenced to an anger management program, where he meets an aggressive instructor."
